You didn't specify a land-sea mask. It's faster if you do,so this might take a while.
         28372578 function calls (28300302 primitive calls) in 300.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:555(ndenumerate)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1220(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parquet.py:229(FastParquetImpl)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/bottleneck/_pytesttester.py:16(PytestTester)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/groupby/generic.py:120(pin_allowlisted_properties)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/shape_base.py:20(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2127(ComplexBlock)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/json/_json.py:982(SeriesParser)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:53(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/base.py:397(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/__init__.py:313(_CountryTimezoneDict)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2251(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:767(Filterer)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:368(IndentedHelpFormatter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:947(set_conflict_handler)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:192(__iter__)
        2    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/polynomial/polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ast.py:397(NodeTransformer)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/algorithms.py:1199(SelectNSeries)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:103(OptParseError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/json/_json.py:1030(FrameParser)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:32(UFuncTypeError)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:723(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:2231(FastLookup)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:69(Context)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:231(Field)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_internal.py:844(recursive)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:75(OptionError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:1595(ParserError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:892(BlockFinder)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:835(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:209(MGridClass)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:512(ConstantNode)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2140(IntBlock)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:1008(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:111(OptionError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/pickle_compat.py:61(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/groupby/ops.py:989(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/sparse/accessor.py:14(BaseAccessor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:88(CategoricalDtypeType)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/pickle_compat.py:79(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/info.py:505(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/_globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/arrayprint.py:1150(IntegerFormat)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:387(TitledHelpFormatter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2498(BoolBlock)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1613(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:371(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:2724(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:856(_DomainGreater)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:423(RClass)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:745(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:998(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_testing.py:2934(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/engines.py:117(PythonEngine)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expressions.py:40(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/arrayprint.py:1173(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexing.py:47(_IndexSlice)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ast.py:497(Num)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:237(c_char_p)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:253(c_wchar_p)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:636(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/pytables.py:312(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/pickle_compat.py:184(Unpickler)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:762(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:2408(_void)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/_factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/_globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexing.py:2170(_iAtIndexer)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/_factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:553(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:701(IndexExpression)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/ops.py:511(Div)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:162(c_short)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/sql.py:1119(PandasSQL)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/sql.py:31(DatabaseError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:138(BadOptionError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:730(Filter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:3179(FrameFixed)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/accessors.py:462(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1214(PlaceHolder)
