You didn't specify a land-sea mask. It's faster if you do,so this might take a while.
         28372578 function calls (28300302 primitive calls) in 300.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/_common.py:267(tzrangebase)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:345(getConstants)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/polynomial.py:1068(poly1d)
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_internal.py:239(_missing_ctypes)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parquet.py:124(PyArrowImpl)
       37    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_type_aliases.py:157(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/_tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:2730(Signature)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/bottleneck/tests/util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:613(_load_backward_compatible)
      112    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/methods.py:122(<dictcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/os.py:684(__delitem__)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:146(_munge_whitespace)
      9/3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:228(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:1021(Path)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:1918(IndexCol)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexers.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/mixins.py:36(_inplace_binary_method)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:583(_check_opt_strings)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:107(__len__)
       34    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/invalid.py:38(make_invalid_op)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:103(shape)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/polynomial/hermite_e.py:1649(HermiteE)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/info.py:616(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/sql.py:1692(SQLiteDatabase)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:483(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/orc.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:342(hms)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/window/common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/info.py:317(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:50(_localized_month)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/_collections_abc.py:252(__subclasshook__)
       15    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:311(<genexpr>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:372(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/polynomial/legendre.py:1624(Legendre)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:380(assignBranchRegisters)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/generic.py:11409(_doc_parms)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:489(_find_data_type)
       29    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/common.py:187(<lambda>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/display.py:15(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/numbers.py:147(Real)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/common.py:615(is_dtype_equal)
       21    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:825(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/_factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/excel/_util.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:113(isConstant)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_dtype_ctypes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expressions.py:187(_has_bool_dtype)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1392(__init__)
       12    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/common.py:195(<lambda>)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:342(_tuple_str)
       31    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/tzfile.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1424(info)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:751(_set_new_attribute)
        7    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:2549(_arraymethod)
        8    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/defchararray.py:1805(chararray)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/utils.py:216(__setitem__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:206(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/tseries/api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/polynomial/chebyshev.py:1996(Chebyshev)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/glob.py:147(has_magic)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/json/_json.py:566(JsonReader)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:114(_resolve)
       24    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/numpy/function.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/random.py:78(Random)
       80    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/tools/timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:4424(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/datetime.py:789(date)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/pytables.py:83(BinOp)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/multi.py:161(names_compat)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/relativedelta.py:18(relativedelta)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/sre_parse.py:258(getwhile)
       14    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/mixins.py:26(_reflected_binary_method)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:799(<listcomp>)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:401(__init__)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/glob.py:23(iglob)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/tseries/offsets.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/relativedelta.py:13(<genexpr>)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/getlimits.py:525(min)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/api/extensions/__init__.py:1(<module>)
       19    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:79(_field_accessor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/platform.py:921(machine)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2638(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/numbers.py:294(Integral)
       12    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/common.py:912(is_datetime64_any_dtype)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:449(Option)
       25    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/_color_data.py:7(<module>)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:530(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_testing.py:120(set_testing_mode)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/align.py:55(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/__init__.py:213(UTC)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/dispatch.py:11(should_extension_dispatch)
        7    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1124(runtime_checkable)
        7    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:307(__new__)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:117(_compose)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/_decorators.py:444(Appender)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:537(_select_options)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:159(__init__)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/tz.py:1545(__init__)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:450(setRegisterNumbersForTemporaries)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/tools/times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:839(_addHandlerRef)
       24    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:4193(AppendableTable)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/scope.py:87(Scope)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2319(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/groupby/grouper.py:34(Grouper)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:4590(GenericTable)
       12    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:77(set_new_context)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/json/decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/date_converters.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:219(isspace)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:244(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parsers.py:1271(ParserBase)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/concat.py:178(JoinUnit)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1677(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/arrays/__init__.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:764(inner)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:395(_NormalAccessor)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/distutils/version.py:69(__ge__)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:532(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/base.py:60(PandasObject)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/functools.py:487(lru_cache)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:852(_high_bit)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/matrixlib/defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:1106(OptionParser)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/datetime.py:469(timedelta)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:968(_check_conflict)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/overrides.py:223(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/polynomial/laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:1192(ZipFile)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:800(<listcomp>)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/polynomial/hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/frozen.py:17(FrozenList)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:524(__eq__)
       14    0.000    0.000    0.000    0.000 <frozen zipimport>:312(_is_dir)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/construction.py:405(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/_optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:1440(DatelikeOps)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1737(__init__)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:288(_get_getitem_freq)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/_globals.py:65(__new__)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:308(_finalize)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/tzinfo.py:18(memorized_timedelta)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:311(__init__)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:596(_translate_key)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/shared_docs.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/_collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/extras.py:1515(__init__)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/missing.py:136(dispatch_fill_zeros)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:386(validate)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:489(deprecate_option)
       15    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:761(check_value)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/format.py:1704(Datetime64TZFormatter)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:3500(mask)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:920(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/numpy/function.py:32(CompatValidator)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:179(<listcomp>)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:638(_check_type)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/distutils/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:115(__init__)
       29    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/multiarray.py:143(concatenate)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:335(month)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parsers.py:1852(CParserWrapper)
       29    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/common.py:185(classes)
